Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), -0.347446059594743, 0.00001168, 100000
Channel 1 (PXI1Slot5/1), -0.347446059594743, 0.00001168, 100000

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
-0.000809042772743851, 0.00645120795888943
-0.00425405008718371, 0.00631322162007564
-0.0021870456985198, 0.00589926260363427
-0.00356504862429574, 0.00576127626482048
-0.00494305155007169, 0.00576127626482048
-0.000809042772743851, 0.00610624211185495
-0.00425405008718371, 0.00624422845066874
-0.00494305155007169, 0.00589926260363427
-0.00632105447584763, 0.00617523528126185
-0.0070100559387356, 0.00624422845066874
-0.00425405008718371, 0.00638221478948253
-0.00149804423563182, 0.00693416014473769
-0.00356504862429574, 0.00569228309541359
-0.00287604716140777, 0.00562328992600669
-0.00356504862429574, 0.00576127626482048
-0.00632105447584763, 0.00610624211185495
-0.00356504862429574, 0.00617523528126185
-0.00287604716140777, 0.00569228309541359
-0.00563205301295966, 0.00534731724837911
-0.000809042772743851, 0.00589926260363427
-0.00356504862429574, 0.00624422845066874
-0.00356504862429574, 0.00576127626482048
-0.000120041309855878, 0.00624422845066874
-0.00287604716140777, 0.0055542967565998
-0.00563205301295966, 0.00562328992600669
-0.000809042772743851, 0.00534731724837911
-0.00563205301295966, 0.00583026943422738
-0.00287604716140777, 0.00583026943422738
-0.00356504862429574, 0.00562328992600669
-0.00425405008718371, 0.00576127626482048
-0.00287604716140777, 0.00569228309541359
-0.00494305155007169, 0.00527832407897222
-0.00425405008718371, 0.00589926260363427
-0.00287604716140777, 0.00610624211185495
-0.00356504862429574, 0.00589926260363427
-0.00494305155007169, 0.00562328992600669
-0.00356504862429574, 0.00596825577304116
0.00332496600458398, 0.00589926260363427
-0.00632105447584763, 0.0054853035871929
0.00125796161592007, 0.00562328992600669
-0.000809042772743851, 0.00589926260363427
-0.00149804423563182, 0.00596825577304116
-0.00563205301295966, 0.00562328992600669
-0.00563205301295966, 0.00589926260363427
-0.00356504862429574, 0.00603724894244806
-0.0021870456985198, 0.00562328992600669
-0.00425405008718371, 0.00569228309541359
-0.00149804423563182, 0.00596825577304116
-0.00356504862429574, 0.00610624211185495
-0.00838805886451155, 0.00603724894244806
-0.00632105447584763, 0.00589926260363427
-0.00494305155007169, 0.0055542967565998
-0.00356504862429574, 0.00610624211185495
-0.00425405008718371, 0.0055542967565998
-0.00563205301295966, 0.00569228309541359
-0.00356504862429574, 0.00589926260363427
-0.00356504862429574, 0.00541631041778601
-0.00356504862429574, 0.00596825577304116
-0.00287604716140777, 0.00562328992600669
-0.00356504862429574, 0.00569228309541359
-0.000809042772743851, 0.0054853035871929
-0.00494305155007169, 0.00514033774015843
-0.00356504862429574, 0.00617523528126185
-0.000809042772743851, 0.00562328992600669
-0.00287604716140777, 0.00610624211185495
-0.00149804423563182, 0.0054853035871929
-0.0021870456985198, 0.00562328992600669
-0.00287604716140777, 0.00507134457075153
-0.0021870456985198, 0.00596825577304116
-0.00356504862429574, 0.00638221478948253
-0.00494305155007169, 0.00562328992600669
-0.00356504862429574, 0.00534731724837911
-0.000120041309855878, 0.00569228309541359
-0.00494305155007169, 0.00514033774015843
-0.00287604716140777, 0.00569228309541359
-0.00563205301295966, 0.00583026943422738
-0.00425405008718371, 0.00583026943422738
-0.000809042772743851, 0.00569228309541359
-0.00425405008718371, 0.00583026943422738
-0.00149804423563182, 0.00500235140134464
-0.000120041309855878, 0.00569228309541359
-0.0070100559387356, 0.00514033774015843
-0.00563205301295966, 0.00583026943422738
-0.00563205301295966, 0.00520933090956532
-0.00356504862429574, 0.0055542967565998
-0.00287604716140777, 0.00541631041778601
-0.00356504862429574, 0.00534731724837911
-0.0021870456985198, 0.0054853035871929
-0.0021870456985198, 0.00569228309541359
-0.0021870456985198, 0.00583026943422738
-0.0021870456985198, 0.00541631041778601
-0.00356504862429574, 0.00527832407897222
-0.00494305155007169, 0.00596825577304116
-0.00356504862429574, 0.00479537189312396
-0.00425405008718371, 0.00617523528126185
-0.00425405008718371, 0.00527832407897222
-0.000120041309855878, 0.0054853035871929
-0.00494305155007169, 0.0054853035871929
-0.00563205301295966, 0.0054853035871929
-0.00494305155007169, 0.00541631041778601
-0.00287604716140777, 0.00520933090956532
-0.00287604716140777, 0.00562328992600669
-0.00356504862429574, 0.0054853035871929
-0.00425405008718371, 0.0055542967565998
-0.00425405008718371, 0.00527832407897222
-0.00425405008718371, 0.00569228309541359
-0.00287604716140777, 0.00507134457075153
-0.00769905740162358, 0.00527832407897222
-0.00563205301295966, 0.00534731724837911
-0.00425405008718371, 0.00541631041778601
-0.00287604716140777, 0.0055542967565998
-0.00149804423563182, 0.00479537189312396
-0.00632105447584763, 0.0055542967565998
-0.00632105447584763, 0.00562328992600669
-0.00425405008718371, 0.00527832407897222
-0.00149804423563182, 0.00514033774015843
-0.00356504862429574, 0.00541631041778601
-0.00632105447584763, 0.00534731724837911
-0.000809042772743851, 0.0054853035871929
-0.00425405008718371, 0.00569228309541359
-0.00287604716140777, 0.0054853035871929
-0.00356504862429574, 0.00583026943422738
-0.00356504862429574, 0.00534731724837911
-0.0070100559387356, 0.00507134457075153
-0.00356504862429574, 0.00527832407897222
-0.00494305155007169, 0.00589926260363427
-0.0070100559387356, 0.00520933090956532
-0.00563205301295966, 0.0054853035871929
-0.0021870456985198, 0.0055542967565998
-0.000809042772743851, 0.00562328992600669
-0.00287604716140777, 0.00514033774015843
-0.0021870456985198, 0.00486436506253085
-0.00287604716140777, 0.00541631041778601
-0.00287604716140777, 0.00493335823193775
-0.00356504862429574, 0.00514033774015843
-0.00287604716140777, 0.00507134457075153
-0.00287604716140777, 0.0055542967565998
-0.00563205301295966, 0.00534731724837911
-0.000809042772743851, 0.00507134457075153
-0.00287604716140777, 0.00541631041778601
-0.0021870456985198, 0.0054853035871929
-0.0070100559387356, 0.0055542967565998
-0.00494305155007169, 0.00596825577304116
-0.00425405008718371, 0.00507134457075153
-0.00287604716140777, 0.00507134457075153
0.00194696307880804, 0.0054853035871929
-0.00632105447584763, 0.00465738555431017
-0.00287604716140777, 0.00520933090956532
-0.00494305155007169, 0.00520933090956532
-0.00356504862429574, 0.00514033774015843
-0.00563205301295966, 0.00472637872371706
-0.000809042772743851, 0.00541631041778601
-0.00425405008718371, 0.0055542967565998
-0.00356504862429574, 0.00569228309541359
-0.00632105447584763, 0.00562328992600669
-0.00425405008718371, 0.00527832407897222
-0.000120041309855878, 0.00472637872371706
-0.00287604716140777, 0.00486436506253085
-0.00494305155007169, 0.00500235140134464
-0.00563205301295966, 0.00569228309541359
-0.00494305155007169, 0.00500235140134464
-0.00425405008718371, 0.0054853035871929
-0.00287604716140777, 0.00514033774015843
-0.00425405008718371, 0.00617523528126185
-0.00149804423563182, 0.00507134457075153
-0.00356504862429574, 0.0055542967565998
-0.00356504862429574, 0.00541631041778601
-0.00494305155007169, 0.00527832407897222
-0.0021870456985198, 0.00500235140134464
-0.00563205301295966, 0.0055542967565998
-0.00494305155007169, 0.0054853035871929
-0.00769905740162358, 0.00569228309541359
-0.00563205301295966, 0.00583026943422738
-0.00632105447584763, 0.00520933090956532
-0.000120041309855878, 0.00500235140134464
-0.00425405008718371, 0.00603724894244806
-0.00563205301295966, 0.00520933090956532
-0.00287604716140777, 0.0054853035871929
-0.00287604716140777, 0.00479537189312396
-0.00632105447584763, 0.00479537189312396
-0.00563205301295966, 0.00493335823193775
-0.00563205301295966, 0.00541631041778601
-0.0021870456985198, 0.00541631041778601
-0.00563205301295966, 0.00458839238490327
-0.00356504862429574, 0.0054853035871929
-0.00425405008718371, 0.00493335823193775
-0.00494305155007169, 0.00534731724837911
-0.00494305155007169, 0.00520933090956532
0.00125796161592007, 0.00445040604608948
-0.00287604716140777, 0.00527832407897222
-0.000809042772743851, 0.0055542967565998
-0.00425405008718371, 0.00534731724837911
-0.000809042772743851, 0.00465738555431017
-0.00563205301295966, 0.0055542967565998
-0.00425405008718371, 0.00541631041778601
-0.00356504862429574, 0.00541631041778601
-0.0070100559387356, 0.00451939921549638
-0.00563205301295966, 0.00493335823193775
-0.00149804423563182, 0.00493335823193775
-0.00425405008718371, 0.0055542967565998
-0.00494305155007169, 0.00507134457075153
-0.00838805886451155, 0.0054853035871929
-0.00632105447584763, 0.00534731724837911
-0.00287604716140777, 0.00541631041778601
-0.0021870456985198, 0.00514033774015843
-0.00356504862429574, 0.00569228309541359
-0.00425405008718371, 0.00527832407897222
-0.00287604716140777, 0.0054853035871929
-0.0021870456985198, 0.00514033774015843
-0.00149804423563182, 0.00527832407897222
0.00125796161592007, 0.00486436506253085
-0.00494305155007169, 0.00520933090956532
-0.00494305155007169, 0.00569228309541359
-0.00356504862429574, 0.00569228309541359
-0.00356504862429574, 0.00541631041778601
-0.00356504862429574, 0.0055542967565998
-0.000120041309855878, 0.00562328992600669
-0.0021870456985198, 0.00520933090956532
-0.00563205301295966, 0.00603724894244806
-0.00632105447584763, 0.0054853035871929
-0.00287604716140777, 0.00569228309541359
-0.00563205301295966, 0.00514033774015843
-0.00632105447584763, 0.00520933090956532
-0.000809042772743851, 0.00562328992600669
-0.00356504862429574, 0.0054853035871929
0.00194696307880804, 0.00569228309541359
0.000568960153032094, 0.00520933090956532
-0.000809042772743851, 0.00541631041778601
-0.00494305155007169, 0.00596825577304116
-0.00149804423563182, 0.00520933090956532
-0.00425405008718371, 0.00589926260363427
-0.00563205301295966, 0.00534731724837911
-0.0070100559387356, 0.00576127626482048
-0.00494305155007169, 0.00562328992600669
-0.00287604716140777, 0.00610624211185495
-0.00425405008718371, 0.00493335823193775
-0.00769905740162358, 0.00541631041778601
-0.00494305155007169, 0.00631322162007564
-0.00149804423563182, 0.00534731724837911
-0.00287604716140777, 0.00562328992600669
-0.00494305155007169, 0.0054853035871929
-0.000120041309855878, 0.0054853035871929
-0.00287604716140777, 0.0054853035871929
-0.00149804423563182, 0.00583026943422738
-0.00563205301295966, 0.0055542967565998
-0.00563205301295966, 0.00624422845066874
-0.0070100559387356, 0.00569228309541359
-0.0021870456985198, 0.00576127626482048
-0.000120041309855878, 0.00589926260363427
-0.00149804423563182, 0.00617523528126185
-0.00149804423563182, 0.0055542967565998
-0.00356504862429574, 0.0054853035871929
-0.0021870456985198, 0.0055542967565998
-0.00287604716140777, 0.0054853035871929
-0.00494305155007169, 0.00596825577304116
-0.000120041309855878, 0.00631322162007564
-0.00563205301295966, 0.00534731724837911
-0.00632105447584763, 0.00589926260363427
-0.00494305155007169, 0.00596825577304116
-0.00356504862429574, 0.0054853035871929
-0.00632105447584763, 0.00576127626482048
-0.000120041309855878, 0.00589926260363427
-0.00838805886451155, 0.00576127626482048
-0.00356504862429574, 0.00603724894244806
-0.0021870456985198, 0.00576127626482048
-0.00494305155007169, 0.00589926260363427
-0.00632105447584763, 0.00610624211185495
-0.00632105447584763, 0.00624422845066874
-0.00149804423563182, 0.00589926260363427
-0.00563205301295966, 0.00596825577304116
-0.00425405008718371, 0.00527832407897222
-0.000120041309855878, 0.00589926260363427
-0.00425405008718371, 0.00617523528126185
-0.00632105447584763, 0.00638221478948253
-0.00356504862429574, 0.00576127626482048
-0.000120041309855878, 0.00576127626482048
-0.00356504862429574, 0.00569228309541359
-0.00356504862429574, 0.00576127626482048
-0.00494305155007169, 0.00610624211185495
-0.00494305155007169, 0.00631322162007564
-0.00632105447584763, 0.00589926260363427
-0.00563205301295966, 0.00562328992600669
-0.00149804423563182, 0.00569228309541359
-0.00149804423563182, 0.00596825577304116
-0.00563205301295966, 0.00672718063651701
-0.00287604716140777, 0.00638221478948253
-0.000809042772743851, 0.00562328992600669
-0.00356504862429574, 0.0054853035871929
-0.00287604716140777, 0.00569228309541359
-0.000809042772743851, 0.00589926260363427
-0.0021870456985198, 0.00583026943422738
-0.00356504862429574, 0.00645120795888943
-0.00356504862429574, 0.00562328992600669
-0.00632105447584763, 0.00631322162007564
-0.00563205301295966, 0.00583026943422738
-0.0021870456985198, 0.00638221478948253
-0.00149804423563182, 0.00624422845066874
-0.00632105447584763, 0.0055542967565998
-0.00425405008718371, 0.00583026943422738
-0.00287604716140777, 0.00534731724837911
-0.00838805886451155, 0.00624422845066874
0.00194696307880804, 0.00610624211185495
-0.00632105447584763, 0.0055542967565998
-0.00287604716140777, 0.00610624211185495
-0.0070100559387356, 0.00583026943422738
-0.00287604716140777, 0.00576127626482048
-0.00356504862429574, 0.00534731724837911
-0.00838805886451155, 0.0054853035871929
-0.00563205301295966, 0.00617523528126185
-0.00356504862429574, 0.00589926260363427
-0.00356504862429574, 0.0055542967565998
-0.000120041309855878, 0.00576127626482048
-0.00356504862429574, 0.00603724894244806
-0.00356504862429574, 0.00610624211185495
-0.00356504862429574, 0.00638221478948253
-0.00425405008718371, 0.00596825577304116
-0.00425405008718371, 0.00596825577304116
-0.00149804423563182, 0.00652020112829632
-0.00287604716140777, 0.00589926260363427
-0.00494305155007169, 0.00617523528126185
-0.00287604716140777, 0.00624422845066874
-0.00425405008718371, 0.00589926260363427
-0.00149804423563182, 0.00603724894244806
-0.0070100559387356, 0.00617523528126185
-0.0070100559387356, 0.00624422845066874
-0.0021870456985198, 0.00562328992600669
-0.00425405008718371, 0.00583026943422738
-0.00563205301295966, 0.00589926260363427
-0.00287604716140777, 0.00610624211185495
-0.000120041309855878, 0.00610624211185495
-0.0021870456985198, 0.00596825577304116
-0.00287604716140777, 0.00631322162007564
-0.00563205301295966, 0.00617523528126185
-0.0070100559387356, 0.00610624211185495
-0.00287604716140777, 0.00610624211185495
-0.00563205301295966, 0.00652020112829632
-0.00356504862429574, 0.00631322162007564
-0.00287604716140777, 0.00617523528126185
-0.00425405008718371, 0.00645120795888943
-0.00907706032739952, 0.00624422845066874
-0.00494305155007169, 0.00589926260363427
-0.00563205301295966, 0.00569228309541359
-0.00494305155007169, 0.00603724894244806
-0.00632105447584763, 0.00576127626482048
-0.00769905740162358, 0.00583026943422738
-0.00356504862429574, 0.00652020112829632
-0.0021870456985198, 0.00645120795888943
-0.00563205301295966, 0.00631322162007564
-0.0021870456985198, 0.00624422845066874
-0.00149804423563182, 0.00658919429770322
0.00125796161592007, 0.00645120795888943
-0.00425405008718371, 0.00617523528126185
-0.00149804423563182, 0.00589926260363427
-0.000809042772743851, 0.00583026943422738
-0.000809042772743851, 0.00624422845066874
-0.000120041309855878, 0.00589926260363427
-0.00425405008718371, 0.00576127626482048
-0.000809042772743851, 0.00576127626482048
-0.0021870456985198, 0.0055542967565998
-0.000809042772743851, 0.00617523528126185
-0.00632105447584763, 0.00569228309541359
-0.00907706032739952, 0.00645120795888943
-0.000809042772743851, 0.00576127626482048
-0.00287604716140777, 0.00610624211185495
-0.00425405008718371, 0.00658919429770322
-0.00769905740162358, 0.00576127626482048
-0.00287604716140777, 0.0054853035871929
0.000568960153032094, 0.00603724894244806
-0.00149804423563182, 0.00624422845066874
-0.00563205301295966, 0.00686516697533079
-0.00287604716140777, 0.0055542967565998
-0.00494305155007169, 0.00610624211185495
-0.00287604716140777, 0.00652020112829632
-0.0070100559387356, 0.00576127626482048
-0.00563205301295966, 0.00631322162007564
-0.00632105447584763, 0.00645120795888943
-0.00425405008718371, 0.00569228309541359
-0.00494305155007169, 0.00589926260363427
-0.00425405008718371, 0.00589926260363427
-0.00287604716140777, 0.00583026943422738
-0.00425405008718371, 0.00645120795888943
-0.00287604716140777, 0.00638221478948253
-0.00287604716140777, 0.0067961738059239
-0.000809042772743851, 0.0054853035871929
-0.00425405008718371, 0.00610624211185495
-0.0021870456985198, 0.00617523528126185
-0.00563205301295966, 0.00603724894244806
-0.00494305155007169, 0.00596825577304116
-0.00149804423563182, 0.00603724894244806
-0.00425405008718371, 0.00610624211185495
-0.000809042772743851, 0.0067961738059239
-0.00563205301295966, 0.00583026943422738
-0.00632105447584763, 0.00576127626482048
-0.00563205301295966, 0.00603724894244806
-0.00494305155007169, 0.00603724894244806
-0.00632105447584763, 0.00624422845066874
-0.0070100559387356, 0.00652020112829632
-0.00356504862429574, 0.00638221478948253
-0.00149804423563182, 0.00576127626482048
-0.00149804423563182, 0.00631322162007564
-0.00425405008718371, 0.00645120795888943
-0.00287604716140777, 0.00603724894244806
-0.000809042772743851, 0.00631322162007564
-0.00356504862429574, 0.00638221478948253
-0.00632105447584763, 0.00645120795888943
-0.00287604716140777, 0.00631322162007564
-0.00494305155007169, 0.00624422845066874
-0.00494305155007169, 0.00610624211185495
-0.00149804423563182, 0.00617523528126185
-0.00632105447584763, 0.00658919429770322
-0.000809042772743851, 0.00624422845066874
-0.00287604716140777, 0.00589926260363427
-0.0021870456985198, 0.00576127626482048
-0.00769905740162358, 0.00652020112829632
-0.0070100559387356, 0.00562328992600669
-0.00356504862429574, 0.00638221478948253
-0.00494305155007169, 0.00589926260363427
-0.00287604716140777, 0.00583026943422738
-0.00356504862429574, 0.00631322162007564
-0.00356504862429574, 0.00638221478948253
0.000568960153032094, 0.00610624211185495
-0.00632105447584763, 0.00693416014473769
-0.00149804423563182, 0.00638221478948253
-0.0021870456985198, 0.00596825577304116
-0.00563205301295966, 0.00645120795888943
-0.00563205301295966, 0.00617523528126185
-0.00149804423563182, 0.00596825577304116
-0.00287604716140777, 0.00617523528126185
-0.00287604716140777, 0.00603724894244806
-0.000120041309855878, 0.00631322162007564
-0.00632105447584763, 0.00569228309541359
-0.0021870456985198, 0.00583026943422738
-0.00425405008718371, 0.00652020112829632
-0.00287604716140777, 0.00596825577304116
-0.00356504862429574, 0.00596825577304116
-0.0021870456985198, 0.00617523528126185
-0.00356504862429574, 0.00617523528126185
-0.00563205301295966, 0.00631322162007564
-0.00494305155007169, 0.00617523528126185
-0.00149804423563182, 0.00596825577304116
-0.00287604716140777, 0.00583026943422738
-0.00425405008718371, 0.00645120795888943
-0.000809042772743851, 0.00603724894244806
-0.00632105447584763, 0.00583026943422738
-0.000809042772743851, 0.00583026943422738
-0.00563205301295966, 0.00631322162007564
-0.00632105447584763, 0.00562328992600669
-0.00976606179028749, 0.00569228309541359
-0.00494305155007169, 0.00596825577304116
-0.00769905740162358, 0.00617523528126185
-0.00425405008718371, 0.00596825577304116
-0.0021870456985198, 0.00603724894244806
-0.00494305155007169, 0.00589926260363427
-0.00149804423563182, 0.00610624211185495
-0.00287604716140777, 0.00645120795888943
-0.00494305155007169, 0.00645120795888943
-0.00494305155007169, 0.00610624211185495
-0.00632105447584763, 0.00603724894244806
-0.000120041309855878, 0.00596825577304116
-0.00287604716140777, 0.00583026943422738
-0.0021870456985198, 0.0054853035871929
-0.00356504862429574, 0.00583026943422738
-0.00563205301295966, 0.00610624211185495
-0.00287604716140777, 0.0055542967565998
-0.00632105447584763, 0.00562328992600669
-0.00563205301295966, 0.00589926260363427
-0.00149804423563182, 0.00583026943422738
-0.00356504862429574, 0.00624422845066874
-0.00563205301295966, 0.00583026943422738
-0.0021870456985198, 0.00596825577304116
-0.00769905740162358, 0.00589926260363427
-0.00769905740162358, 0.00624422845066874
-0.00149804423563182, 0.00576127626482048
-0.00356504862429574, 0.00576127626482048
-0.00287604716140777, 0.00624422845066874
-0.00149804423563182, 0.00617523528126185
-0.00632105447584763, 0.00596825577304116
-0.00149804423563182, 0.00624422845066874
-0.00494305155007169, 0.00576127626482048
-0.00563205301295966, 0.0054853035871929
-0.00425405008718371, 0.00624422845066874
-0.00769905740162358, 0.00569228309541359
0.00263596454169601, 0.00624422845066874
-0.00976606179028749, 0.00534731724837911
-0.0070100559387356, 0.00569228309541359
-0.00563205301295966, 0.00603724894244806
-0.00632105447584763, 0.0055542967565998
-0.000809042772743851, 0.00631322162007564
-0.0021870456985198, 0.00583026943422738
-0.00149804423563182, 0.00596825577304116
-0.0070100559387356, 0.00562328992600669
-0.00287604716140777, 0.00576127626482048
-0.000809042772743851, 0.00541631041778601
-0.0021870456985198, 0.00589926260363427
-0.0021870456985198, 0.00569228309541359
-0.00632105447584763, 0.00576127626482048
-0.00356504862429574, 0.00562328992600669
-0.00287604716140777, 0.00617523528126185
-0.0118330661789514, 0.00583026943422738
-0.00563205301295966, 0.00603724894244806
-0.00149804423563182, 0.00596825577304116
-0.000809042772743851, 0.00583026943422738
-0.00287604716140777, 0.00589926260363427
-0.00287604716140777, 0.00610624211185495
-0.00563205301295966, 0.00610624211185495
-0.00287604716140777, 0.00603724894244806
-0.00494305155007169, 0.00583026943422738
-0.0021870456985198, 0.00514033774015843
-0.00287604716140777, 0.00514033774015843
-0.00425405008718371, 0.00645120795888943
-0.00356504862429574, 0.00583026943422738
-0.00425405008718371, 0.00562328992600669
-0.000809042772743851, 0.00610624211185495
-0.00632105447584763, 0.00541631041778601
-0.00287604716140777, 0.00576127626482048
-0.00563205301295966, 0.00541631041778601
-0.0021870456985198, 0.0054853035871929
-0.00149804423563182, 0.0055542967565998
-0.00425405008718371, 0.0055542967565998
-0.00838805886451155, 0.00514033774015843
-0.0070100559387356, 0.0055542967565998
-0.00287604716140777, 0.00562328992600669
-0.00287604716140777, 0.00645120795888943
-0.0070100559387356, 0.00541631041778601
-0.000120041309855878, 0.0054853035871929
-0.00563205301295966, 0.00603724894244806
-0.00838805886451155, 0.00520933090956532
-0.00287604716140777, 0.00583026943422738
-0.00563205301295966, 0.00520933090956532
-0.00425405008718371, 0.00589926260363427
-0.00632105447584763, 0.00603724894244806
-0.00632105447584763, 0.00569228309541359
-0.00563205301295966, 0.0055542967565998
-0.00356504862429574, 0.00589926260363427
-0.00149804423563182, 0.00507134457075153
-0.00149804423563182, 0.00576127626482048
-0.00563205301295966, 0.00541631041778601
-0.00632105447584763, 0.0054853035871929
-0.00563205301295966, 0.00610624211185495
-0.00425405008718371, 0.00527832407897222
-0.00149804423563182, 0.00527832407897222
-0.000809042772743851, 0.00569228309541359
-0.0021870456985198, 0.00527832407897222
-0.00356504862429574, 0.00465738555431017
-0.00769905740162358, 0.00520933090956532
-0.00425405008718371, 0.0055542967565998
-0.000809042772743851, 0.00562328992600669
-0.00563205301295966, 0.00589926260363427
-0.000809042772743851, 0.00583026943422738
-0.00838805886451155, 0.00541631041778601
-0.00356504862429574, 0.00514033774015843
-0.00494305155007169, 0.00541631041778601
-0.00356504862429574, 0.0054853035871929
-0.0021870456985198, 0.00562328992600669
-0.00563205301295966, 0.00638221478948253
-0.00563205301295966, 0.00527832407897222
-0.00632105447584763, 0.00520933090956532
-0.00356504862429574, 0.0054853035871929
-0.00356504862429574, 0.00527832407897222
-0.00356504862429574, 0.00500235140134464
-0.00563205301295966, 0.00569228309541359
-0.00632105447584763, 0.00576127626482048
-0.00494305155007169, 0.00493335823193775
-0.00494305155007169, 0.00534731724837911
-0.000809042772743851, 0.00583026943422738
-0.00494305155007169, 0.00514033774015843
-0.0021870456985198, 0.0055542967565998
-0.00769905740162358, 0.0055542967565998
-0.0021870456985198, 0.00576127626482048
-0.00494305155007169, 0.00583026943422738
-0.000809042772743851, 0.00541631041778601
-0.00632105447584763, 0.00520933090956532
-0.00149804423563182, 0.00562328992600669
-0.00356504862429574, 0.00500235140134464
-0.0021870456985198, 0.00569228309541359
-0.00149804423563182, 0.00541631041778601
-0.00356504862429574, 0.00583026943422738
-0.00356504862429574, 0.00534731724837911
-0.00425405008718371, 0.00541631041778601
-0.00287604716140777, 0.00631322162007564
-0.00632105447584763, 0.00583026943422738
-0.0021870456985198, 0.0055542967565998
-0.0021870456985198, 0.0055542967565998
-0.00838805886451155, 0.00583026943422738
-0.00287604716140777, 0.00493335823193775
-0.00563205301295966, 0.00534731724837911
-0.0070100559387356, 0.00589926260363427
-0.00149804423563182, 0.00514033774015843
-0.00632105447584763, 0.00520933090956532
-0.00632105447584763, 0.0055542967565998
-0.00632105447584763, 0.00583026943422738
-0.00356504862429574, 0.00534731724837911
-0.00287604716140777, 0.00534731724837911
-0.00149804423563182, 0.00486436506253085
-0.00425405008718371, 0.0054853035871929
-0.00425405008718371, 0.00514033774015843
-0.0021870456985198, 0.00596825577304116
-0.00563205301295966, 0.00617523528126185
-0.00356504862429574, 0.00472637872371706
-0.00287604716140777, 0.00514033774015843
-0.00356504862429574, 0.00493335823193775
-0.00356504862429574, 0.0054853035871929
-0.000809042772743851, 0.00514033774015843
-0.00494305155007169, 0.00541631041778601
-0.00425405008718371, 0.0055542967565998
-0.0070100559387356, 0.00569228309541359
-0.00287604716140777, 0.00596825577304116
-0.00425405008718371, 0.00493335823193775
-0.00356504862429574, 0.00576127626482048
-0.00494305155007169, 0.00541631041778601
-0.00356504862429574, 0.00527832407897222
-0.00149804423563182, 0.0054853035871929
-0.00425405008718371, 0.00527832407897222
-0.00425405008718371, 0.0054853035871929
-0.00287604716140777, 0.00493335823193775
-0.0021870456985198, 0.00465738555431017
